20200618_C_N1N_CD45_CGDA7928_34_S34	20200618_C_N1R_CD45_CGDA7928_33_S33	20200618_C_N2N_CD45_CGDA7928_36_S36	20200618_C_N2R_CD45_CGDA7928_35_S35	20200618_C_P2N_CD45_CGDA7928_40_S38	20200618_C_P2R_CD45_CGDA7928_39_S37	20200618_D_N1N_CD45_CGDA7928_42_S40	20200618_D_N1R_CD45_CGDA7928_41_S39	20200618_D_N2R_CD45_CGDA7928_43_S41	20200618_D_P1N_CD45_CGDA7928_46_S44	20200618_D_P1R_CD45_CGDA7928_45_S43	20200618_D_P2N_CD45_CGDA7928_48_S46	20200618_D_P2R_CD45_CGDA7928_47_S45
FCHO1	650.45591185807	2494.04191743141	905.645769278477	1422.12852971571	1571.4316299238	2444.2192925971	1232.9679247845	116.274929785009	1031.10388696587	1247.8162440018	1900.89161320993	1887.36795990809	1424.19686142139
FCHO2	504.816766691664	752.45263634254	1220.6056096172	946.855205378531	1201.35614706339	926.02129296768	1455.86412431737	425.817648266722	957.199204221335	1052.14539112178	798.015818753223	712.409131475155	1295.91442353601
FCHSD1	841.36127781944	947.368878557428	579.78766456817	909.017911596348	766.823072593653	865.412603191899	640.533289183953	450.958173625642	598.360804871383	698.113805614294	933.409513845062	752.675734558533	521.856447996318
FCHSD2	1323.54493411362	3073.09503959577	978.664140568077	2282.23481764241	1511.41938945995	3781.58480797746	1643.5661870819	1114.03952996718	1242.13292082676	1463.38582768317	2079.3243636952	3260.56237275151	1408.48880780277
FCMR	6915.89129884798	13658.6923887141	15868.9627514608	21651.2377908243	10609.9418464516	16503.4481504219	13466.4498654626	15527.4169748035	15816.492525194	11956.6498702657	11511.1540237684	11522.443343859	10673.6224338511
FCNA	2998.39510352729	1483.38854464837	39061.5591606248	30937.0634014664	27614.5213156624	7762.88021669151	13840.6808530994	38018.759474028	6415.46071294393	7409.78988215551	7521.07493000229	8729.59305307599	21408.3317428858
FCNB	77.7398139739599	518.300007707771	829.357918677402	2054.28819412535	905.740295889604	813.746179120741	653.437805999015	883.060953232094	661.580473243211	64.670875104412	274.373978133131	492.491530019781	1048.07624422003
FCRL2	650.45591185807	1046.72553449164	7245.16615422782	5974.6009742891	8938.48981575471	2311.07889210604	4114.19458822001	1442.43764246808	5529.49493787395	1714.60730405031	1921.51449391928	1612.72907733941	6298.92950106593
FCRL6	0	0	1.08982643715822	0	1.11133778636761	1.98717015658301	2.34627578455661	1.57128283493255	0	7.46202405050908	0	2.06495400427581	0
FCRLA	1487.8809965649	3718.59688069703	150.396048327834	1531.02610694248	191.150099255229	2522.71251378213	150.161650211623	8269.66156025002	1710.49271749692	2863.75900782871	2506.12832968007	2540.92590226139	170.170580868365
FCRLB	56.0907518546293	15.8211235564033	64.2997597923347	31.3772680144932	43.3421736683369	9.93585078291503	9.38510313822642	1.57128283493255	30.274207389326	39.7974616027151	22.4161746840793	56.7862351175848	47.1241608558548
FCSK	124.974131325227	132.897437873788	101.353858655714	78.4431700362331	77.7936450457329	198.717015658301	227.588751101991	197.981637201502	50.7538182703406	184.063259912557	303.066681728752	161.066412333513	109.083705684849
FDFT1	461.518642453003	431.600250618681	534.014954207526	482.656210928823	276.723108805536	368.620064046147	300.323300423246	762.072174942288	489.729825415567	363.980950908165	388.248145528254	607.096477257089	479.095635367858
FDPS	1968.09655630278	1790.95118658485	1022.25719805441	773.357370474863	1033.54414132188	1531.11460564721	587.74208403143	2380.49349492282	1586.72463434644	1524.74024765402	1657.00363264714	1864.65346586106	856.961591860175
FDX1	982.080181595089	735.365822901624	1265.28849354069	1250.47641645995	1075.77497720385	932.976388515721	1608.37205031355	2455.91507099958	988.363829475053	538.094845420043	751.390175410338	663.882712374673	1120.50782479477
FDX2	979.128036760635	1232.78194751494	664.794126666511	538.027860366164	596.788391279408	989.610737978337	478.640260049548	1288.45192464469	774.663542020988	1291.75927452146	1193.43714018038	1124.36745532818	785.402680930914
FDXACB1	383.778828479043	555.637859300883	131.868998896144	261.169613179458	133.360534364113	321.921565366447	158.373615457571	619.085436963426	135.343515387575	297.651848236973	291.410270893031	367.561812761094	149.226509376874
FDXR	112.181503709259	64.5501841101254	93.7250735956065	256.55530905968	118.913143141335	162.947952839806	123.179478689222	3.1425656698651	121.096829557304	156.702505060691	130.910460155023	118.734855245859	130.900446821819
FECH	241.091828147091	218.964350020621	225.594072491751	167.037809135979	164.477992382407	239.454003868252	136.083995504283	419.532516926991	327.673774096234	308.430327421042	284.237094994126	298.385853617855	126.537098594425
FEM1A	1669.92992802291	1854.23568081046	2953.42964469876	2801.80546152946	3266.22175413441	1955.37543407768	2704.08284170149	2165.22774653706	2649.88356443041	1695.53768703234	1787.91409280217	1402.10376890328	2919.07996412656
FEM1B	1084.42120252283	1188.48280155701	1597.68555687394	1134.19595264154	1681.4540707742	1067.11037408507	1396.03409181118	590.80234593464	1043.56973706735	1241.18333373468	1043.69709329073	1192.51093746928	1342.16591474638
FEM1C	488.08794596309	753.085481284796	1505.0503097155	1160.95891653625	1284.70648104096	1145.6035952701	1826.57569827732	499.667941508552	1109.46065903236	979.183378183469	792.635936829044	978.788198026735	1644.98228172753
FEN1	397.555504373162	639.173391678692	375.990120819584	779.817396242553	674.582036325141	758.105414736416	465.735743234486	2327.06987853511	892.198700120724	606.911289441405	806.085641639492	603.999046250675	479.968305013336
FENDRR	11.8085793378167	5.69560448030518	4.35930574863286	2.76858247186705	2.22267557273522	1.98717015658301	1.1731378922783	12.5702626794604	1.78083572878388	3.31645513355959	8.96646987363172	6.19486201282743	1.74533929095759
FER	185.001076292462	52.5261302072589	43.5930574863286	116.280463818416	64.4575916093215	63.5894450106562	161.893029134406	1.57128283493255	75.6855184733149	43.1139167362747	41.2457614187059	64.0135741325501	62.8322144744731
FER1L4	0.984048278151392	0.632844942256131	4.35930574863286	0	0	0	0	0	1.78083572878388	0	0	0	14.8353839731395
FERMT1	10.8245310596653	18.3525033254278	50.1320161092779	62.7545360289865	16.6700667955142	32.7883075836196	4.69255156911321	0	11.5754322370952	0	9.86311686099489	22.7144940470339	22.6894107824486
FERMT2	3503.21187021895	536.652511033199	913.274554338584	847.186236391318	580.118324483894	687.56087417772	800.080042533803	791.926548806006	612.607490701655	611.056858358354	789.049348879592	517.270978071091	597.778707152973
FERMT3	1446.55096888255	2881.97586703442	5453.49149153971	4104.88494495488	5354.42545471916	3493.44513527292	4779.36377314181	2713.60545592852	3740.64544831054	2755.14510220463	3267.3816219514	2197.11106054946	4206.26769120778
FES	202.713945299187	177.829428773973	747.620935890536	1220.94487009337	1196.91079591792	443.13894491801	547.855395693968	197.981637201502	305.413327486435	201.474649363745	208.918748055619	260.184204538752	1066.40230677509
FETUB	0	14.555433671891	243.031295486282	167.960669959934	21.1154179409846	24.8396269572876	0	0	3.56167145756776	4.14556891694949	8.96646987363172	9.29229301924115	55.8508573106428
FEZ1	154.495579669768	49.9947504382344	16.3473965573732	27.6858247186705	72.2369561138948	26.8267971138706	0	504.381790013349	25.8221180673663	16.5822756677979	26.8994096208952	44.3965110919299	75.0495895111762
FEZ2	483.167704572333	232.886938750256	479.523632349615	526.03066965474	417.863007674222	205.672111206341	335.517437191595	1145.46518666583	227.056555419945	229.664517999002	192.779102283082	194.105676401926	408.409394084075
FFAR2	0	5.69560448030518	47.9523632349615	57.2173710852524	17.7814045818818	11.923020939498	0	1.57128283493255	0	0	17.9329397472634	4.12990800855162	25.307419718885
FFAR4	13.7766758941195	34.1736268818311	191.809452939846	160.577783368289	326.733309192078	82.4675614981947	354.287643468048	0	102.398054405073	65.4999888878019	60.9719951406957	45.4289880940678	298.453018753747
FGA	0	0	0	0	0	0	0	97.4195357658182	0	4.14556891694949	0	0	0
FGB	0	0	0	0	0	0	0	0	0	0	0.896646987363172	10.3247700213791	0
FGD1	1.96809655630278	3.79706965353679	3.26947931147465	2.76858247186705	0	0	24.6358957378444	3.1425656698651	0	4.97468270033938	1.79329397472634	1.03247700213791	1.74533929095759
FGD2	5164.2853637385	6399.328056094	1595.50590399963	3285.38453328223	2297.13520442185	3888.89199643294	1156.71396178641	1894.96709892866	4355.92419260537	6854.28364728428	6065.81686951186	3030.32000127475	1456.48563830411
FGD3	1803.7604938515	3803.39810295935	3316.34184827245	3831.718141064	4954.34385162682	4897.38085089882	3200.32017013521	127.273909629537	4172.49811254063	3741.79050443861	3895.03451310562	3807.7751838846	3693.13793966625
FGD4	231.251345365577	166.438219813362	373.810467945268	321.155566736578	285.613811096476	284.16533239137	423.502779112467	125.702626794604	174.52190142082	213.082242331204	154.223281826466	189.975768393375	473.859617494985
FGD5	217.474669471458	34.1736268818311	54.4913218579108	118.126185466328	3.33401335910284	29.8075523487451	32.8478609837925	0	0	70.4746715881413	81.5948758500487	58.8511891218606	53.2328483742064
FGD6	359.177621525258	280.983154361722	350.924112764945	205.797963742117	575.672973338423	341.793266932277	872.814591855058	180.697526017243	285.824134469813	391.341705760032	352.382266033727	225.079986466063	627.449475099252
FGF1	67.899331192446	13.2897437873788	28.3354873661136	74.7517267404104	20.004080154617	14.9037761743725	19.9433441687312	0	35.6167145756776	4.97468270033938	17.0362927599003	53.6888041111711	12.2173750367031
FGF10	26.5693035100876	8.2269842493297	15.257570120215	0	22.2267557273522	1.98717015658301	0	12.5702626794604	10.6850143727033	1.65822756677979	3.58658794945269	12.3897240256549	0
FGF11	0	1.26568988451226	0	0	0	0	0	1.57128283493255	0	0	0	2.06495400427581	5.23601787287276
FGF12	8.85643450336252	6.32844942256131	38.1439253005375	28.6086855426262	15.5587290091466	6.95509554804052	19.9433441687312	0	8.01376077952746	8.29113783389897	1.79329397472634	9.29229301924115	21.8167411369698
FGF13	7.87238622521113	15.8211235564033	0	0	0	7.94868062633202	0	0	28.4933716605421	9.12025161728887	19.7262337219898	2.06495400427581	11.3447053912243
FGF18	259.788745431967	183.525033254278	144.946916142043	132.891958649618	404.526954237811	242.434759103127	179.49009751858	72.2790104068974	213.700287454066	119.392384808145	189.192514333629	170.358705352754	274.018268680341
FGF19	15.7447724504223	1.26568988451226	0	0	3.33401335910284	5.96151046974902	4.69255156911321	0	0	4.14556891694949	3.58658794945269	0	1.74533929095759
FGF2	137.766758941195	10.7583640183542	42.5032310491704	9.22860823955684	46.6761870274397	47.6920837579921	23.4627578455661	0	16.0275215590549	24.044299718307	38.5558204566164	20.6495400427581	31.4161072372366
FGF21	65.9312346361432	4.42991459579292	0	0	2.22267557273522	2.98075523487451	0	0	10.6850143727033	0	0	0	0
FGF22	0	1.26568988451226	1.08982643715822	0	0	0.993585078291503	9.38510313822642	0	0.89041786439194	1.65822756677979	2.68994096208952	2.06495400427581	0.872669645478793
FGF23	22.633110397482	0	0	28.6086855426262	0	14.9037761743725	0	0	0	4.14556891694949	15.2429987851739	7.22733901496534	6.10868751835155
FGF5	0	1.89853482676839	0	0	0	0	0	1.57128283493255	0	0	0	0	6.98135716383035
FGF7	916.148946958946	98.0909660497003	28.3354873661136	73.8288659164547	16.6700667955142	96.3777525942758	23.4627578455661	0	47.1921468127728	132.658205342384	214.298629979798	77.4357751603429	17.4533929095759
FGF9	0	4.42991459579292	9.80843793442394	28.6086855426262	8.8907022909409	5.96151046974902	0	0	6.23292505074358	16.5822756677979	17.9329397472634	8.25981601710325	6.10868751835155
FGFBP1	0	3.16422471128066	0	0	0	0	0	0	0	0.829113783389897	13.4497048104476	2.06495400427581	0
FGFBP3	29.5214483445417	7.59413930707357	38.1439253005375	84.9031958039229	17.7814045818818	49.6792539145751	30.5015851992359	3.1425656698651	21.3700287454066	39.7974616027151	11.6564108357212	23.7469710491718	25.307419718885
FGFR1	2854.72405491719	622.719423180033	3660.72700241444	2693.83074512664	4864.32549093104	1269.80173005654	3640.24687973957	245.120122249478	2104.05741355815	874.715041476342	1166.53773055949	757.838119569223	3299.56392955532
FGFR1OP	597.317304837895	898.00697306145	368.361335759477	473.427602689266	460.093843556192	839.57939115632	421.156503327911	999.335883017103	682.950501988618	1047.17070842144	701.177944118001	1224.51772453556	693.772368155641
FGFR1OP2	2714.98919941969	3037.02287788717	3183.38302293915	2819.33981718461	2989.49864532888	3678.25195983514	3114.68110399889	6245.84926885689	3200.16180462463	3372.00575704671	2963.41829323528	2694.76497557993	2796.03354411405
FGFR2	905.32441589928	172.133824293668	334.576716207572	375.604355349963	297.83852674652	255.351365120916	197.087165902755	125.702626794604	206.57694453893	111.930360757636	251.957803449051	448.095018927851	221.658089951614
FGFR3	310.95925589584	29.110867343782	93.7250735956065	43.3744587259171	63.3462538229539	50.6728389928666	109.101823981882	1.57128283493255	1.78083572878388	62.1835337542423	36.7625264818901	51.6238501068953	4.36334822739397
FGFR4	10.8245310596653	15.1882786141471	3.26947931147465	1.84572164791137	1.11133778636761	0.993585078291503	0	3.1425656698651	0	17.4113894511878	16.1396457725371	4.12990800855162	0
FGFRL1	525.481780532843	181.62649842751	396.69682312559	302.698350257464	448.980465692515	188.781164875386	323.786058268812	1.57128283493255	300.961238164476	217.227811248153	216.091923954525	164.163843339927	305.434375917578
FGG	49.2024139075696	12.6568988451226	6.53895862294929	0	25.5607690864551	28.8139672704536	25.8090336301227	0	0	16.5822756677979	9.86311686099489	85.6955911774462	0
FGGY	197.79370390843	150.617096256959	301.881923092826	351.609973927115	190.038761468862	207.659281362924	348.421954006656	446.244325120845	202.12485521697	103.639222923737	115.667461369849	132.157056273652	372.629938619445
FGL1	14.7607241722709	0.632844942256131	0	0.922860823955684	0	3.97434031316601	0	0	0	4.97468270033938	5.37988192417903	37.1691720769646	0
FGL2	67315.7905635022	26719.9791519384	113685.244792159	81833.7607034463	106826.2333768	39306.2256972118	120667.790461854	53374.9066198239	61376.5033925364	47572.0615495621	48636.8225355405	26938.3574627801	107879.421574088
FGR	295.214483445417	794.853247473701	2682.06286184637	2253.62613209978	3201.76416252509	1335.37834522378	1774.95763101707	1381.15761190571	2100.49574210059	355.689813074266	594.476952621783	677.304913402466	2254.9783639172
FH	683.913553315217	870.794640544436	1211.88699811994	1193.2590453747	1458.07517571431	1067.11037408507	774.27100890368	1142.32262099597	887.746610798764	1224.60105806688	876.024106653819	1103.71791528542	1014.91479769184
FHAD1	57.0748001327807	29.7437122860382	23.9761816174807	22.1486597749364	2.22267557273522	18.8781164875386	16.4239304918962	1.57128283493255	22.2604466097985	1.65822756677979	14.3463517978108	21.682017044896	27.0527590098426
FHDC1	410.34813198913	36.0721617085995	274.63626216387	409.750205836324	170.034681314245	67.5637853238222	23.4627578455661	1.57128283493255	219.042794640417	69.6455578047514	179.329397472634	92.9229301924115	183.260625550547
FHIT	158.431772782374	169.602444524643	105.713164404347	159.654922544333	70.0142805411596	118.236624316689	35.1941367683491	142.986737978862	132.672261794399	168.310098028149	104.907697521491	203.397969421167	76.7949288021338
FHL1	684.897601593369	88.5982919158584	77.3776770382333	71.0602834445876	140.028561082319	118.236624316689	136.083995504283	0	68.5621755581794	75.4493542884807	82.4915228374118	178.618521369858	65.4502234109095
FHL2	1295.00753404723	2060.54313198596	4037.80694967119	2440.96687936278	4123.06318742384	2669.76310536927	5653.35150288914	1159.60673218022	3556.32895038141	2142.43001627949	2180.64547326723	1599.30687631162	3433.95505495905
FHL3	678.009263646309	388.566794545264	1315.42050964997	1007.76401975961	1954.84316622063	568.33066478274	1733.89780478733	318.970415491308	611.717072837263	441.088532763425	530.815016518998	421.250616872265	1797.69946968631
FHL4	0	25.9466426325014	0	0	0	7.94868062633202	0	0	21.3700287454066	0	3.58658794945269	18.5845860384823	0
FHL5	59.0428966890835	6.32844942256131	10.8982643715822	0	3.33401335910284	0	11.731378922783	1.57128283493255	8.9041786439194	8.29113783389897	4.48323493681586	10.3247700213791	5.23601787287276
FHOD1	120.05388993447	94.9267413384197	138.407957519093	150.426314304776	77.7936450457329	65.5766151672392	92.6778934899859	257.690384928939	12.4658501014872	89.5442886061089	92.3546396984067	67.1110051389639	50.61483943777
FHOD3	96.4367312588364	18.9853482676839	3.26947931147465	27.6858247186705	15.5587290091466	25.8332120355791	117.31378922783	0	0	24.8734135016969	46.6256433428849	22.7144940470339	87.2669645478793
FIBIN	198.777752186581	16.4539684986594	21.7965287431643	33.2229896624046	0	29.8075523487451	0	0	17.8083572878388	32.335437552206	59.1787011659694	60.9161431261364	0
FIBP	617.982318679074	882.185849505047	593.955408251227	773.357370474863	721.25822335258	878.329209209688	638.187013399397	1645.13312817438	698.978023547673	840.721376357356	886.783870502177	719.63647049012	713.843770001653
FICD	253.884455763059	379.706965353679	345.474980579154	348.841391455248	540.11016417466	378.555914829062	523.219499956123	17.2841111842581	233.289480470688	256.196159067478	486.879314138202	372.724197771784	928.520502789436
FIG4	359.177621525258	393.629554083314	407.595087497173	638.619690177333	343.403375987592	350.7355326369	382.442952882727	1444.00892530302	176.302737149604	371.442974958674	382.868263604075	323.165301669164	615.232100062549
FIGN	5.90428966890835	2.53137976902452	5.44913218579108	0.922860823955684	0	0	1.1731378922783	0	0	0	0	0	0
FIGNL1	13.7766758941195	10.7583640183542	4.35930574863286	20.302938127025	6.66802671820567	6.95509554804052	50.444929367967	1.57128283493255	4.4520893219597	37.3101202525454	6.27652891154221	28.9093560598614	1.74533929095759
FILIP1	284.389952385752	62.651649283357	82.8268092240244	190.109329734871	87.7956851230414	87.4354868896522	126.698892366057	39.2820708733138	21.3700287454066	52.2341683535635	73.5250529637801	47.4939420983437	68.0682323473459
FIP1L1	2486.68999888857	2885.77293668796	1963.8672397591	2800.8826007055	1812.59192956558	3015.53071261471	2156.22744600752	2784.31318350048	3357.765766622	3864.49934438031	3774.88381679895	3282.2443897964	2148.51266716879
FIS1	2035.99588749523	3308.51335811505	2589.42761468792	1800.50146753754	2597.19640674111	2371.68758188182	1885.23259289123	5472.77811407008	2259.88053982674	2323.17682105849	2800.22854153519	2461.42517309677	2442.60233769514
FITM1	0	9.49267413384197	0	0	4.44535114547045	2.98075523487451	0	0	16.0275215590549	19.8987308013575	8.06982288626855	14.4546780299307	5.23601787287276
FITM2	191.889414239521	100.622345818725	136.228304644777	155.040618424555	190.038761468862	123.204549708146	378.923539205892	78.5641417466276	243.974494843391	186.550601262727	164.983045674824	176.553567365582	87.2669645478793
FIZ1	660.296394639584	509.440178516186	1081.10782566095	766.897344707173	949.082469557941	622.977844088772	1078.11372300376	411.676102752329	1192.26952042081	681.531529946496	581.923894798699	589.544368220744	943.355886762576
FJX1	891.547740005161	43.666301015673	397.786649562749	133.814819473574	311.174580182931	199.710600736592	451.658088527147	14.141545514393	53.4250718635164	66.3291026711918	112.97752040776	60.9161431261364	301.071027690184
FKBP10	456.598401062246	251.239442075684	241.941469049124	304.544071905376	270.05508208733	226.537397850463	351.941367683491	1.57128283493255	469.250214534552	142.607570743062	136.290342079202	249.859434517373	279.254286553214
FKBP11	1290.08729265647	488.556295421733	511.128599027203	422.670257371703	428.976385537898	458.042721092383	207.64540693326	1546.14230957363	689.183427039361	415.386005478339	466.25643342885	805.332061667566	497.421697922912
FKBP14	287.342097220206	144.921491776654	175.462056382473	143.043427713131	154.475952305098	72.5317107152797	79.7733766749246	520.094618362675	106.850143727033	207.278445847474	113.874167395123	157.9689813271	110.829044975807
FKBP1A	8278.79816408766	2983.2310577954	7320.36417839173	4585.69543423579	4552.03957296174	3644.47006717323	4857.96401192445	6446.97347172826	4899.07908988445	2488.99957773647	3435.05460858831	2823.82460084717	3838.87377046121
FKBP1B	1.96809655630278	5.69560448030518	11.9880908087404	3.69144329582273	2.22267557273522	2.98075523487451	1.1731378922783	0	0	2.48734135016969	3.58658794945269	4.12990800855162	3.49067858191517
FKBP2	2478.81761266336	1344.79550229428	2748.54227451302	1997.0708230401	2703.8848342324	1597.68480589274	1266.98892366057	3076.57179079794	1511.92953373751	790.974549353962	1374.55983162774	1485.73440607645	1905.03783608021
FKBP3	6588.20322222357	6187.32500043819	1985.66376850227	1693.44961195868	1278.03845432275	3440.78512612347	1787.86214783213	20687.509804722	2057.75568460977	5256.58138669195	7083.51120016906	5492.77765137366	1490.51975447778
FKBP4	3969.65075406271	4717.85904451946	5106.9266845234	4462.03208382573	5458.89120663771	4374.75509971749	4493.1181274259	1810.1178258423	4349.69126755463	3108.34757392873	4371.15406339546	5814.91047604068	5046.64855980386
FKBP5	1067.69238179426	1151.1449499639	1551.9128465133	2019.21948281504	1592.54704786479	798.842402946368	3226.12920376533	1750.40907811486	1915.28882630706	2062.83509307406	1613.96457725371	1516.70871614058	3073.54249137631
FKBP7	823.648408812715	679.042623040829	189.629800065529	220.563736925408	113.356454209496	157.980027448349	70.3882735366982	388.10686022834	162.056051319333	721.328991549211	576.54401287452	432.607863895782	160.571214768098
FKBP8	4887.76779757796	5779.77285762524	5848.00866179098	6270.83929877887	6909.18701784745	5781.67157057825	5067.95569464227	3958.0614611951	6506.2833351119	5167.03709808584	6869.21257018926	5281.11986593539	5634.82790085657
FKBP9	2305.62511570871	634.7434770829	836.986703737509	443.896056322684	462.316519128927	366.632893889564	454.004364311703	61.2800305623695	804.937749410314	410.411322777999	541.574780367356	603.999046250675	330.741795636463
FKBPL	173.192496954645	117.70915925964	113.341949464454	96.9003865153468	122.247156500437	103.332848142316	192.394614333642	69.1364447370323	126.439336743655	100.322767790178	151.533340864376	104.280177215928	126.537098594425
FKRP	390.667166426102	219.597194962877	299.702270218509	25.8401030707591	441.201101187942	415.318562725848	192.394614333642	1.57128283493255	531.579465041988	149.240481010182	223.26509985343	167.261274346341	239.111482861189
FKTN	43.2981242386612	104.419415472262	53.4014954207525	15.6886340072466	62.2349160365863	124.198134786438	164.239304918962	83.2779902514253	115.754322370952	117.734157241365	117.460755344576	97.0528382009631	84.6489556114429
FLACC1	41.3300276823584	34.1736268818311	0	0	8.8907022909409	17.884531409247	7.03882735366982	0	20.4796108810146	38.9683478193252	11.6564108357212	22.7144940470339	14.8353839731395
FLAD1	685.88164987152	1003.69207841822	513.308251901519	575.865154148347	490.099963788117	596.151046974902	340.209988760708	1718.98342141621	456.784364433065	797.607459621081	825.811875361482	515.206024066815	344.704509964123
FLCN	1295.99158232538	1839.04740219632	2946.89068607581	2721.51656984531	2782.7898170645	1798.38899170762	3346.96240667	1481.7197133414	2408.5803231802	1667.34781839708	1859.64585179122	1413.46101592679	2991.5115447013
FLI1	2022.21921160111	3775.55292550008	2489.16358246936	2776.88821928265	2081.53567386654	4184.98034976381	2326.33244038788	3554.24177261743	2965.98190628955	2636.58183117987	3387.53231825806	2945.65688709944	2215.70822987066
FLII	2150.14548776079	2428.85888837903	2701.67973771522	2422.50966288367	3080.62834381102	2779.05746398133	4036.76748732964	1104.61183295758	3331.94364855464	3003.05012343821	2818.16148128245	2074.24629729505	2929.55199987231
FLNA	4728.35197651744	4903.2826126005	11442.0877637241	8866.84679656621	12894.8523352234	8377.90938015395	11602.3337546324	4674.56643392434	10370.6968665729	5439.81553282112	5420.23103861038	5760.18919492738	12583.0236181587
FLNB	456.598401062246	172.133824293668	561.260615136481	292.546881193952	544.55551532013	208.652866441216	613.551117661553	15.7128283493255	662.470891107603	212.253128547814	302.170034741389	253.989342525925	538.437171260415
FLNC	223.378959140366	30.3765572282943	25.066008054639	44.2973195498728	52.2328759592778	59.6151046974902	18.7702062764528	6.28513133973021	54.3154897279083	62.1835337542423	86.0781107868645	21.682017044896	15.7080536186183
FLOT1	871.866774442133	827.761184471019	1308.88155102702	1086.20718979584	923.521700471486	913.104686949891	760.19335419634	2979.15225503212	597.470387006992	377.246771442403	815.052111513123	838.371325735979	880.523672288102
FLOT2	1866.73958365319	1483.38854464837	3221.52694823968	3224.47571890116	2826.13199073284	1990.15091181788	1906.34907495224	485.526395994159	2107.61908501572	1178.17068619704	1840.81626505659	1345.31753378569	2667.75110622867
FLRT1	26.5693035100876	1.26568988451226	1.08982643715822	0	0	1.98717015658301	0	1.57128283493255	8.9041786439194	0.829113783389897	0.896646987363172	0	0.872669645478793
FLRT2	275.53351788239	13.2897437873788	5.44913218579108	37.837293782183	58.9009026774835	49.6792539145751	65.695721967585	0	94.3842936255456	63.0126475376322	59.1787011659694	48.5264191004816	6.98135716383035
FLRT3	1404.23689292204	639.806236620949	6249.06479066521	2044.13672506184	4914.33569131758	1312.52588842308	2961.00004011044	2674.3233850552	1414.87398651879	1402.03140771232	1084.94285470944	499.718869034746	2666.87843658319
FLT1	2829.13879968525	249.340907248916	289.893832284085	288.855437898129	267.832406514595	279.197406999912	543.162844124854	229.407293900153	260.002016402446	337.449309839688	434.873788871139	292.190991605027	201.586688105601
FLT3	36.4097862916015	130.366058104763	745.441283016219	640.465411825244	1705.90350207428	446.119700152885	1195.42751223159	80.1354245815602	726.580977343823	507.417635434617	244.784627550146	350.00970372475	1588.2587547714
FLT3LG	205.666090133641	510.073023458442	244.12112192344	377.450076997875	271.166419873697	435.190264291678	343.729402437543	196.410354366569	235.070316199472	209.765787197644	275.270625120494	346.912272718336	423.244778057215
FLT4	204.682041855489	13.2897437873788	66.4794126666511	30.4544071905376	32.2287958046608	12.9166060177895	12.9045168150613	1.57128283493255	109.521397320209	11.6075929674586	48.4189373176113	49.5588961026195	29.670767946279
FLVCR2	254.86850404121	82.9026874355532	989.562404939659	473.427602689266	564.559595474747	181.826069327345	699.190183797869	26.7118081938534	212.809869589674	186.550601262727	231.334922739698	198.235584410478	528.837805160149
FMC1	473.327221790819	689.800987059183	418.493351868755	332.229896624046	298.949864532888	364.645723732981	226.415613209712	1568.14026926269	136.233933251967	365.639178474945	489.569255100292	565.797397171572	230.384786406401
FMNL1	1697.48327981115	6194.28629480301	8327.36380632592	7791.71393665784	14451.8365739244	8049.03271923946	11845.173298334	3162.99234671923	8580.06654128073	4177.0752407183	6130.37545260201	6069.93229556875	14057.8353190179
FMO1	337.528559405927	89.8639818003706	135.138478207619	72.906005092499	46.6761870274397	47.6920837579921	39.8866883374623	169.698546172716	75.6855184733149	88.715174822719	69.0418180269643	174.488613361306	13.0900446821819
FMO2	469.391028678214	114.54493454836	38.1439253005375	28.6086855426262	8.8907022909409	18.8781164875386	79.7733766749246	317.399132656376	0	74.6202405050908	127.32387220557	115.637424239445	59.3415358925579
FMO3	1.96809655630278	6.96129436481744	35.9642724262211	0	0	10.9294358612065	18.7702062764528	0	0	19.0696170179676	19.7262337219898	30.9743100641372	0
FMO4	5.90428966890835	13.9225887296349	82.8268092240244	21.2257989509807	47.7875248138073	22.8524568007046	32.8478609837925	0	0	42.2848029528848	14.3463517978108	36.1366950748267	20.944071491491
FMO5	348.353090465593	88.5982919158584	277.905741475345	335.921339919869	268.943744300962	150.031346822017	233.454440563382	31.425656698651	67.6717576937874	152.556936143741	221.471805878704	137.319441284341	163.189223704534
FMOD	730.163822388333	98.7238109919565	369.451162196635	489.116236696512	282.279797737374	193.749090266843	119.660065012387	202.695485706299	405.140128298333	179.917690995608	314.723092564473	169.326228350617	253.07419718885
FMR1	907.292512455583	625.883647891314	648.446730109138	523.262087182873	511.215381729102	775.989946145664	613.551117661553	777.785003291613	868.157417782141	1184.80359646416	871.540871717003	688.662160425983	661.483591272925
FN1	6493.73458752103	1997.25863776035	4263.40102216294	4072.58481611643	5963.43856164861	3541.13721903092	4720.70687852789	582.945931759977	6279.22677969196	1096.91753542483	1944.82731559072	1707.7169615361	3838.87377046121
FN3KRP	115.133648543713	108.849330068055	108.982643715822	160.577783368289	160.032641236936	160.960782683223	132.564581827448	0	91.7130400323698	57.2088510539029	75.3183469385065	180.683475374133	163.189223704534
FNBP1	836.441036428683	1029.63872105073	1226.05474180299	1405.51703488451	2018.18942004358	1590.7297103447	2451.85819486165	779.356286126546	1849.39790434206	1343.16432909163	1356.62689188048	1130.56231734101	1834.35159479642
