20200618_A4-10_CD45_CGDA7928_106_S84	20200618_A4-14_CD45_CGDA7928_99_S77	20200618_A4-15pt1_CD45_CGDA7928_100_S78	20200618_A4-15pt2_CD45_CGDA7928_101_S79	20200618_A4-15pt3_CD45_CGDA7928_102_S80	20200618_A4-15pt4_CD45_CGDA7928_103_S81	20200618_A4-16_CD45_CGDA7928_104_S82	20200618_A4-18_CD45_CGDA7928_94_S72	20200618_A4-1_CD45_CGDA7928_89_S67	20200618_A4-20_CD45_CGDA7928_107_S85	20200618_A4-24_CD45_CGDA7928_105_S83	20200618_A4-27_CD45_CGDA7928_91_S69	20200618_A4-28_CD45_CGDA7928_95_S73	20200618_A4-37_CD45_CGDA7928_92_S70	20200618_A4-38_CD45_CGDA7928_96_S74	20200618_A4-3_CD45_CGDA7928_90_S68	20200618_A4-40_CD45_CGDA7928_108_S86	20200618_A4-4_CD45_CGDA7928_97_S75	20200618_A4-8_CD45_CGDA7928_93_S71	20200618_A4-9_CD45_CGDA7928_98_S76
BIRC3	21025.8446781903	8051.72268850214	15400.9987657264	15026.7095741755	17842.7723337332	17813.4472711994	14581.6107464662	18195.7926778814	17620.3999739376	19568.4299458092	9380.19881209921	12101.4889109911	19374.6956118748	10775.8930155293	19974.2887655294	19981.4368590035	17473.1926807273	18570.6858652281	15854.0378027082	18482.438461764
BLK	2821.86898710339	950.285403039198	750.30006240261	815.077525465733	1503.86188178111	1626.38516449728	3213.40780420603	3414.1222303728	1852.19453521604	2907.01383810347	1307.52472071629	1929.02736694254	2625.37646470016	1415.15170429591	3145.49829512355	2278.0865460591	2702.96075045659	1160.00727018143	2338.28082491347	3114.77443897072
BST1	498.769836892477	1424.69372634934	221.25066887848	205.168255838056	311.217341941945	271.783197250209	563.574975034654	573.3067775422	195.433039505828	584.421921458486	498.461055522067	492.987286402353	248.18602009085	316.464752571542	547.973843859564	247.30328275067	531.661891753275	209.629256114792	461.803604451038	269.101664538682
C3AR1	21.3437542814348	36.7189104729211	151.6217819079	95.1234640703716	65.0145817070502	34.5121520317725	51.522325425109	37.5060508672468	17.6773603573111	29.113269150146	93.555002913301	51.5061344002458	19.4232537462404	6.25777759322259	75.9885603789629	10.0258087601623	16.6144341172898	24.6622654252697	37.4929659059258	7.21728602211024
C5AR1	141.542791550568	1863.85189560548	743.792689788537	578.201448270886	169.464237564279	58.6706584540133	280.598510776747	56.7948770275451	87.4047262111494	94.8876920449202	708.772702071168	235.456614401124	11.869766178258	65.2596806150356	211.911759930066	100.258087601623	123.569853747343	97.7682665073191	305.430502745835	147.438843023109
C5AR2	0	13.2188077702516	18.8713805808115	16.7864936594773	9.59231533382708	22.4328988206521	6.34120928309034	0	6.87452902784321	17.252307644531	29.1891609089499	1.22633653333919	4.31627861027565	1.78793645520645	2.14052282757642	4.45591500451659	7.2688149263143	0	8.23016324764226	3.09312258090439
CA8	30.3305981894074	2.93751283783369	102.165750040945	8.39324682973867	24.5136947420025	39.6889748365384	32.498697575838	21.4320290669981	11.7849069048741	22.6436537834469	20.207880629273	57.6378170669417	14.0279054833959	27.7130150557	8.56209131030568	12.2537662624206	12.4608255879674	107.457013638675	39.3218910720686	25.7760215075366
CAMP	12.3569103734623	1360.068443917	50.7575063897689	38.235902224365	12.7897537784361	5.17682280476588	25.3648371323613	0	10.8028313294679	1.07826922778318	63.6174019810446	26.9794037334621	6.47441791541347	11.6215869588419	11.7728755516703	8.91183000903317	0	33.470217362866	6.40123808149953	11.3414494633161
CCL12	5.61677744248285	1.46875641891684	42.2979219914741	0	5.32906407434838	0.862803800794313	34.8766510569969	0	0	6.46961536669911	249.97896778434	4.90534613335674	7.55348756798239	5.36380936561936	5.35130706894105	0	8.30721705864492	0	6.40123808149953	0
CCL17	1653.57927906695	2410.22928344254	3279.06506023135	2889.14207539227	2998.1314482284	1612.58030368457	4042.52091797009	1492.74082451642	1959.24077293532	1194.72230438377	9069.59620242705	5414.27579469251	808.223169774115	788.479976746046	1147.32023558096	1018.17657853204	751.803143807365	1418.96105714677	2114.23749206099	1301.17356570045
CCL19	15.726976838952	0	0.650737261407294	0	10.6581281486968	11.2164494103261	11.8897674057944	17.1456232535985	20.6235870835296	16.1740384167478	0	1.22633653333919	19.4232537462404	2.68190468280968	1.07026141378821	12.2537662624206	1.03840213233061	9.68874713135595	12.8024761629991	17.5276946251249
CCL22	1627.74210283153	760.815824998925	4195.30312429282	3229.53486348722	3316.80947987443	2295.92091391367	8310.94741665027	1445.59036056902	1988.7030401975	1072.87788164427	17652.7063897049	6522.88402083113	1052.09291125469	1562.65646185044	1300.36761775268	1014.83464227865	586.697204766797	2386.07417989484	1357.0624732779	1520.78526894466
CCL3	8064.56905191688	38892.669972918	13349.8749177706	10273.3341196001	10725.2743560336	7332.10669915007	11688.4340110563	11779.0431752222	6162.52423567374	7180.19478780823	25176.0255039809	9218.37172111066	10909.3941874717	7673.8232657461	11213.1288322591	5303.65283412587	6399.67234155358	11821.152295448	8087.50708468312	6154.28289513943
CCL4	1201.99037269133	6857.62371992275	4514.81511964381	4206.88182766124	2755.12612643811	1977.54631142056	2560.26324804772	1462.73598382262	2236.18608519986	1065.32999704979	4992.09495545374	1772.05629067512	2355.60905155794	1671.72058561803	1601.11107502716	1200.86909371722	1301.11787181026	3818.247164948	2415.09568189147	1573.36835282003
CCL5	2251.20439894713	46287.8585421644	25372.2458222704	25745.8183587328	18356.4941105004	13197.4469369498	10596.9533632043	1442.37555620898	13066.5155307791	1841.68384105368	17235.8252967233	16451.3045947452	1452.42775235776	5864.43157307717	2127.67969061096	4693.19247850709	2774.6104975874	26680.167214173	12636.9584354631	7979.22521787303
CCL6	723.440934591791	2579.13627161798	1743.32512331014	1827.86264292087	812.149364930693	322.688621497073	791.06585806552	324.695240365022	424.256648575467	787.136536281725	3240.74530091674	1166.24604320557	251.423229048557	157.338408058168	1077.75324368473	259.557049013091	570.082770649507	588.371189431434	1695.4136290143	375.298873149733
CCL7	1095.27160128416	1349.78714898458	4197.25533607705	2746.45687928671	2225.41715744788	398.615355966973	862.404462500286	901.216822267272	229.805684645045	1035.13845867186	6900.61701488508	1505.94126294052	795.274333943288	292.327610426255	1275.75160523555	208.31402646115	1159.8951818133	635.934129894454	1684.44007801745	188.680477435168
CCL9	131.432592154099	417.126822972384	1390.62552762739	1334.52624592845	1094.58976087116	526.310318484531	1228.60929859875	57.866478480895	182.666057025548	67.9309613503406	1677.25409222966	755.423304536939	80.9302239426684	50.0622207457807	162.679734895808	71.2946400722654	106.955419630053	175.278243558167	225.872258018626	178.370068832153
CCND2	10209.0546794568	8480.59956282586	11244.739877118	13410.5432679602	10368.2270630522	10326.0358879063	11699.5311273017	13009.2416436679	12959.4692930599	9002.46978276181	8825.60475482916	9686.83227684623	11433.8220386202	5766.09506804081	11033.3249147427	11203.2843001058	7643.67809608565	10554.5688068217	7959.48232305313	13171.5469903512
CCR10	183.106944624941	20.5625898648358	32.5368630703647	36.3707362622009	123.634286524882	211.386931194607	194.992185455028	268.971964790827	100.17170869143	133.705384245115	261.954008157243	176.592460800843	105.748825951753	134.989202368087	223.684635481736	189.376387691955	77.8801599247961	170.874267589369	164.603264952845	155.687169905521
CCR3	17.9736878159451	49.9377182431727	13.6654824895532	29.8426553946264	25.5795075568722	39.6889748365384	58.6561858685856	42.8640581339963	52.0500054965272	45.2873075668938	83.0768425870112	25.7530672001229	34.5302288822052	54.5320618837968	67.4264690686573	85.7763638369443	17.6528362496204	43.1589644942219	20.11817682757	38.1485118311541
CCR5	237.028008072776	747.597017228674	786.090611780011	776.841623241368	549.959412472753	265.743570644648	772.834881376635	278.616377870976	438.005706631153	383.863845090814	1982.61762173867	829.00349653729	139.19998518139	336.132053578813	344.624175239804	209.42800521228	173.413156099213	508.218826799307	358.469332563974	524.799797893445
CCR6	1017.76007257789	1674.3823175652	1302.7759973374	1329.86333102304	1429.25498474024	1633.28759490363	2320.08994645068	1479.88160707622	1495.7011013436	790.371343965074	1217.71191791953	1101.25020693859	303.218572371864	742.887597138282	1013.53755885744	1380.21967264901	861.87376983441	773.338180120957	858.680365504009	1434.17783667934
CCR7	41410.2533724491	17660.3271810561	4732.16136495384	5727.9246698061	33820.3722414446	48250.5769518204	31453.1906952885	26508.2051515167	37186.2916627547	32991.8035624821	10116.6637950327	22703.1682417083	63184.9235061727	34512.5373948502	44941.3470263807	48472.5573978825	45610.7752604899	21090.6409145744	32866.6996981678	39003.2447043441
CD180	171.873389739975	17.6250770270021	71.5810987548023	90.4605491649612	158.806109415582	118.204120708821	217.186417945844	331.124849085121	60.8886856751827	218.888653239986	94.3034429366074	90.7489034670998	100.353477688909	80.4571404842904	211.911759930066	133.677450135498	166.144341172898	117.145760770031	168.261115285131	138.159475280396
CD19	9865.30789997688	1683.1948560787	15.6176942737751	26.1123234702981	4171.59135739991	6191.48007449999	9224.08155341528	16993.4558472228	4439.96367641131	12638.3936188467	131.725444101928	4569.32992322181	8130.78983210675	6760.1877371356	12108.9376355998	8245.67071585794	10473.3239066866	2142.97470641718	6982.83628433292	7125.52338554341
CD1D1	614.475452207624	456.783246283139	517.986860080206	431.785920241	634.158624847457	510.779850070233	615.889951620149	392.206131926066	528.356659568521	441.012114163323	705.030501954636	707.59617973671	446.73483616353	427.316812794342	485.898681859847	525.797970532957	411.207244402923	508.218826799307	564.22341375503	649.555741989922
CD2	5121.37767205587	12807.5559729549	6702.59379249513	6478.65396957717	8967.74902431345	9024.92775630851	7422.38546585724	2732.58370604226	6353.04689730253	3291.95595242206	12113.5017772142	10205.5726304487	2853.0601613922	6862.10011508237	3865.78422660302	7610.70282771433	5968.73545663637	8366.67354552274	5762.94319851572	9615.48706317145
CD209	6.74013293097942	1.46875641891684	4.55516082985106	20.5168255838056	12.7897537784361	5.17682280476588	7.92651160386292	16.0740218002486	2.94622672621852	9.70442305004866	3.74220011653204	0	2.15813930513782	9.83365050363549	4.28104565515284	0	0	24.6622654252697	1.82892516614272	6.18624516180878
CD209A	13.4802658619588	4.40626925675053	0.650737261407294	2.79774894324622	7.46068970408773	6.03962660556019	5.54855812270405	31.0764421471473	1.96415115081235	26.9567306945796	0	13.489701866731	21.5813930513782	22.3492056900807	41.7401951377402	7.79785125790402	8.30721705864492	0	4.57231291535681	3.09312258090439
CD209E	2.24671097699314	0	1.30147452281459	0.932582981082074	0	0.862803800794313	7.92651160386292	5.35800726674954	0	11.860961505615	71.1018022141087	4.90534613335674	2.15813930513782	0.893968227603227	0	0	0	0	7.31570066457089	0
CD22	2818.4989206379	392.157963850798	294.133242156097	499.864477859992	1428.18917192537	1823.96723487918	2646.66222452983	6147.77753786842	1714.70395465918	3600.34095156805	649.645940229962	1047.29139947166	3661.28333116632	948.500289487024	3352.05874798467	3229.4243995234	3169.20330787304	923.954158253854	2715.03940913887	3160.14023682399
CD244	90.9917945682222	851.87872297177	515.383911034577	522.246469405962	290.966898459422	232.957026214464	209.259906341981	81.441710454593	402.650985916531	81.948461311522	464.032814449973	543.267084269259	99.2744080363399	256.568881322126	81.339867447904	138.133365140014	97.6098004390778	618.318226019261	237.760271598554	222.704825825116
CD247	4549.58972841111	5042.24078614153	3133.95065093753	3691.16343912285	4935.77914566147	5831.69088956876	3508.27403586973	2654.35679994772	3511.90225765248	2715.08191555806	4086.48252725299	3744.00543628453	2996.57642518387	4212.37828846641	2896.1273857109	5074.17321139326	7525.30025299996	4537.85683824962	4294.31629010312	4247.88834444203
CD27	3996.8988280708	3256.23298073864	6599.77730519278	7512.88849559719	7055.68083443726	6697.08310176546	2978.78306073169	2487.18697322513	3888.03720303304	3050.42364539863	5150.7642403947	4618.38338455537	2775.36714640724	5033.93508963377	3905.38389891318	3478.95563977632	5761.05503017025	7278.01068603584	5340.46148513675	3971.56939388124
CD28	5403.3398996685	5053.99083749286	9600.97755480322	7525.94465733234	7112.16891362535	8506.38267203113	5464.5370997031	3827.76039136587	7460.8281463607	3989.59614279778	13500.361140401	7305.28672910153	6604.98534337431	6860.31217862716	5588.90510280203	6864.3370644578	7253.23889432934	10130.9063186233	8566.68547821252	9564.96606101668
CD300A	298.812559940088	2100.32167905109	1910.56459949182	1876.35695793713	808.951926486084	657.456496205266	995.569857445183	261.470754617377	1100.90672003032	364.454998990716	2333.63599266938	1790.45133867521	339.906940559207	599.852680721765	560.816980825022	366.499009121489	213.910839260107	1204.92782506318	1230.86663681405	538.203329077364
CD37	4481.06504361282	4134.54931925092	1959.36989409736	2360.36752511873	3677.05421130038	4776.48184119732	4355.61812632268	4045.2954863959	2980.59937135774	3980.96998897552	2982.53349287603	4108.22738668627	3542.58566938374	3777.01576162363	4343.12081715256	4561.74298587385	4680.07841041408	3256.29983132936	3720.94825051737	4114.88407346314
CD38	1678.29309981388	1141.22373749839	829.6900082943	732.077640149428	1480.41399985398	1402.91898009155	1398.23664692142	1988.89229741743	1266.87749227396	2215.84326309444	800.830824937856	1811.29905974198	1361.78590154197	2022.1561308385	1702.78590933704	1190.84328495706	1794.3588846673	1160.88806537519	1366.20709910861	1503.25757431953
CD3D	3171.23254402582	3614.60954695435	1947.65662339203	2064.73872011571	3750.59529552639	3668.64176097742	3105.60724639349	1625.61940473181	2038.78889454322	1878.34499479831	4202.49073086548	3552.69693708362	1905.6370064367	3353.2748217397	1641.78100875111	2899.68668918917	3468.26312198425	2655.59750918529	2470.87789945882	2938.46645185917
CD3E	7142.2941958612	9342.75958073005	9138.30336194263	8674.88689002545	10377.819378386	10388.1577615635	9348.52778559593	4942.22590284977	7846.78384749532	5164.90960108145	14510.0067318413	10980.6173195191	4882.79017787433	12054.2675810019	5261.40511018284	8267.95029088052	7849.28171828712	10903.3637035505	7569.92126266473	9347.41643949307
CD3G	4081.15048970804	2508.63596350997	4050.83945226041	4084.71345713948	5634.95235221598	5852.39818078782	5271.13021656884	2879.3931051512	3524.66924013276	2896.23114582563	7670.76179886737	6690.8921258986	2323.23696198087	5714.24491083983	3612.13227153521	4788.9946511042	5152.55138062451	4490.2938977866	3792.27633199694	5088.18664558772
CD4	1395.20751671274	812.222299661015	2120.10199766496	2365.03044002414	1925.9237564695	2421.89026882964	2372.40492303617	1267.70451931294	1749.07659979839	1085.81711237767	3815.54723881607	2567.94870081226	796.353403595857	1230.10028118204	1821.58492626753	1873.71225939922	1422.61092129294	2525.23982050886	2253.23580468784	2091.98190555167
CD40	4925.91381705746	437.68941283722	620.152610121151	759.122546600808	2371.43351308503	2100.06445113336	3456.75171044462	4278.90460322618	2821.50312814194	5339.58921598233	1183.28367684743	1429.90839787349	6697.78533349524	2116.02279473684	4538.9786558758	4089.4159953951	3663.48272286241	1119.49069126849	2543.12044352146	3972.60043474154
CD40LG	350.48691241093	346.626514864375	314.95683452113	217.291834592123	409.272120909956	484.895736046404	275.049952654043	417.924566806464	362.385887324878	277.115191540278	910.103068340592	459.876200002195	202.865094682955	447.878082029217	291.111104550393	485.694735492308	345.787910066095	514.384393155625	372.186271310044	641.30741510751
CD5	1081.7913354222	1518.69413716002	1786.92451982443	1341.9869097771	1404.74128999823	2250.19231247157	1667.73804145276	835.849133612928	1494.7190257682	917.60711284349	2951.09901189716	2200.0477408105	1112.52081179855	1824.58915253819	1245.78428564948	2289.2263335704	2178.56767362963	2242.50456331202	1532.6392892276	2579.66423247426
CD6	2785.92161147149	2632.01150269899	3037.64153624925	3627.74779640927	3026.90839422988	4606.50949244084	3193.59152519637	2175.35095030031	3335.12865407936	2347.39210888399	4992.84339547705	3338.08804374926	1839.81375763	3374.73005920218	2245.40844612767	4147.34289045381	4283.40879586379	4919.24115714754	3683.45528461145	5271.71191872138
CD69	57698.9079556494	74996.171506313	47410.1139170898	43486.3444078571	54692.1845950374	56534.3562432466	52040.7192840016	54727.7578240331	52797.3650094113	57589.2811866721	56296.1616730614	48663.4863159656	58552.4774876943	47809.4208122206	53029.3125303782	51500.3516434516	59919.9566440058	46581.7346171719	50336.5928851631	52140.7673463053
CD7	4594.52394795097	70935.0600080079	82322.1679915911	89535.4268477278	39487.2989781066	29067.8600487604	25620.8634571661	3034.77531588694	46596.5398262967	4301.21594962712	63877.110669132	52573.0471842509	5061.91574020077	32974.9120433726	3433.39861543258	15581.2207920434	3334.3092469136	56141.8856502389	26548.6777117278	21272.4350297398
CD70	44.9342195398628	4.40626925675053	50.1067691283616	63.415642713581	42.632512594787	46.5914052428929	78.4724648782429	17.1456232535985	12.7669824802803	19.4088461000973	62.8689619577382	69.9011824003336	22.6604627039472	33.9707926489226	23.5457511033406	27.8494687782287	16.6144341172898	31.7086269753467	29.2628026582836	41.2416344120585
CD72	3901.41361154859	480.283348985808	379.379823400452	516.650971519469	2026.11016106725	2390.82933200104	2679.95357326605	7448.7017022352	3222.18996290765	4713.1147946403	583.783218178998	1613.85887787437	6954.60391080664	2996.58149892602	6111.19267273068	4842.4656311584	3481.76234970455	950.378014066642	3176.84301358991	3450.893759429
CD79B	6473.89768020574	1979.88365269991	17.5699060579969	33.5729873189547	3533.16948129298	4056.04066753406	6116.09635354063	7231.16660720517	2051.5558770235	7138.14228792468	150.436444684588	3006.97717974768	7065.74808502124	4187.34717809351	6895.69428903744	3560.27608860875	7126.55383418501	1382.84845420262	3397.22849611011	2929.18708411646
CD80	222.424386722321	207.094655067275	318.861258089574	292.831056059771	294.164336904031	300.255722676421	531.076277458816	321.480436004972	338.81607351513	213.497307101071	781.37138433189	486.855603735657	154.306960317354	166.2780903342	262.214046378112	421.083967926817	163.029134775906	466.821452692605	274.338774921409	233.015234428131
CD86	1189.63346231787	744.65950439084	1317.74295434977	1260.85219042296	1057.28631235072	654.005281002089	1689.13962278319	1216.26764955214	1013.50199381917	932.702882032455	2704.11380420605	1400.47632107335	1538.75332456327	477.379033540123	1282.17317371828	910.120639672513	767.379175792324	714.324902139061	1066.26337186121	1097.02747536076
